"","OSA_prob_intercept","OSA_misclassification_rate","OSA_true_est","pval_true_est","OSA_observed_est","pval_observed_est"
"6452",-0.5,0.4,0.150453206651421,1.94133985620016e-11,0.10273261776003,6.54041215372709e-05
"6453",-0.5,0.4,0.107642539219228,1.19368149254937e-06,0.0772082283117991,0.00222445009470812
"6454",-0.5,0.4,0.0946276858483265,2.40173138214363e-05,0.0686363799295799,0.00761176798958662
"6455",-0.5,0.4,0.0813207650000686,0.000261360693099288,0.0710316425366229,0.00513286619180986
"6456",-0.5,0.4,0.0865445443120294,9.9568266645234e-05,0.0542400209491153,0.0328354954977996
"6457",-0.5,0.4,0.121200121672981,5.54783527774991e-08,0.101914002487357,5.97170068709416e-05
"6458",-0.5,0.4,0.112908316804132,4.23595904678642e-07,0.0588749817593434,0.0217592363650421
"6459",-0.5,0.4,0.0939793655998177,2.24806335714579e-05,0.0786324980332108,0.00191410575144032
"6460",-0.5,0.4,0.0776806932281989,0.000462266608838106,0.0622783911440033,0.0143139270327022
"6461",-0.5,0.4,0.106536629142167,1.92035346435648e-06,0.119320717635919,3.24074936790146e-06
"6462",-0.5,0.4,0.0886575912591044,6.96569744399016e-05,0.0675405871964955,0.00802446359829268
"6463",-0.5,0.4,0.130557156481362,3.77978445108166e-09,0.10426847998945,3.98942180945329e-05
"6464",-0.5,0.4,0.105369145976016,2.91195033359125e-06,0.0667798804532266,0.0103563337386799
"6465",-0.5,0.4,0.125923516773251,2.07132908295156e-08,0.0991119705266245,0.000110410217403196
"6466",-0.5,0.4,0.077321944803142,0.000550760563741556,0.0439975672482866,0.0883005118497765
"6467",-0.5,0.4,0.0898288134863373,6.09861332464996e-05,0.0707210363855083,0.00572397336228997
"6468",-0.5,0.4,0.0991327329791826,8.81995309955356e-06,0.0645146403159262,0.0122233767832114
"6469",-0.5,0.4,0.109875017924233,7.77518018414131e-07,0.0572172179265162,0.0240981260578526
"6470",-0.5,0.4,0.124305913232767,2.04975284881035e-08,0.0998374214092955,7.811766333924e-05
